"AUD","BEF","CHF","DEM","DKK","ESP","FRF","GBP","ITL","JPY","NGL","SEK","date"
0.7248,33.21,1.285,1.5845,6.115,108.47,5.3625,1.8773,1166.25,122.7,1.784,5.807,1988-01-04
0.7066,34.28,1.3378,1.639,6.31,111.57,5.541,1.816,1206.13,128.58,1.8425,5.94,1988-01-07
0.7031,34.54,1.3493,1.6505,6.35,111.67,5.575,1.806,1215.4,129.15,1.8555,5.9685,1988-01-08
0.7107,34.27,1.3377,1.637,6.294,112.57,5.528,1.8219,1203.35,128.2,1.8405,5.941,1988-01-11
0.7081,34.2,1.3346,1.635,6.285,111.53,5.521,1.821,1203.82,127.38,1.8378,5.935,1988-01-12
0.7139,34.16,1.3303,1.6333,6.276,111.3,5.514,1.825,1196.6,126.65,1.8358,5.929,1988-01-13
0.7088,34.24,1.3362,1.637,6.298,110.95,5.5325,1.8125,1204.84,126.73,1.839,5.929,1988-01-14
0.7126,35.12,1.372,1.6795,6.45,111.27,5.66,1.7755,1201.45,130.5,1.8865,6.05,1988-01-15
0.7124,34.64,1.349,1.6618,6.375,113.85,5.6035,1.7923,1220.7,127.75,1.8665,5.988,1988-01-20
0.7151,34.79,1.351,1.664,6.395,112.9,5.611,1.796,1222.58,127.2,1.87,5.991,1988-01-21
0.7162,35,1.3567,1.6755,6.44,112.9,5.646,1.7823,1227.78,127.85,1.883,6.02,1988-01-22
0.7155,35.02,1.3616,1.6775,6.443,113.27,5.656,1.772,1230.42,127.78,1.885,6.029,1988-01-25
0.7152,34.94,1.3615,1.6712,6.41,113.7,5.633,1.7798,1231.18,127.6,1.877,6.015,1988-01-27
0.7153,34.85,1.3565,1.667,6.4,113.38,5.618,1.782,1230.18,127.17,1.8725,6.005,1988-01-28
0.7138,35.04,1.3673,1.6785,6.43,113.25,5.655,1.7691,1234.88,127.75,1.885,6.032,1988-01-29
0.7095,35.32,1.3825,1.692,6.48,113.76,5.703,1.758,1243.88,129.38,1.9005,6.068,1988-02-01
0.7112,35.2,1.373,1.682,6.4425,114.55,5.677,1.77,1243.41,128.28,1.8895,6.06,1988-02-02
0.715,35.3,1.3795,1.688,6.455,114,5.694,1.767,1243.24,127.9,1.8965,6.045,1988-02-03
0.7109,35.35,1.382,1.6903,6.47,113.8,5.7045,1.7628,1247.38,128.5,1.898,6.057,1988-02-04
0.7128,35.53,1.392,1.6985,6.49,113.75,5.733,1.755,1244.26,129.05,1.907,6.07,1988-02-05
0.7098,35.46,1.3865,1.695,6.493,113.9,5.721,1.754,1253.32,128.6,1.904,6.07,1988-02-08
0.7102,35.55,1.3932,1.7005,6.512,113.6,5.737,1.7462,1253.31,129.18,1.9095,6.0735,1988-02-09
0.711,35.36,1.3863,1.6905,6.4975,114.27,5.711,1.7608,1244.95,129.02,1.899,6.05,1988-02-10
0.7133,35.37,1.3875,1.6915,6.4875,114.85,5.723,1.7585,1248,129.14,1.9,6.0475,1988-02-11
0.7118,35.83,1.407,1.7135,6.56,114.35,5.785,1.7395,1252.38,131.15,1.924,6.1,1988-02-12
0.7135,35.68,1.4027,1.7063,6.525,115.48,5.764,1.748,1260.65,130.3,1.9165,6.07,1988-02-17
0.7157,35.78,1.4067,1.7105,6.5425,115.05,5.78,1.7435,1255.82,130.23,1.921,6.0825,1988-02-18
0.7163,35.74,1.3995,1.7075,6.525,115,5.778,1.749,1257.95,130.05,1.9175,6.075,1988-02-19
0.7194,35.46,1.3912,1.6955,6.4875,114.75,5.737,1.764,1253.99,129.28,1.9035,6.0395,1988-02-22
0.7193,35.35,1.3902,1.6918,6.46,114.23,5.7245,1.7663,1247.13,128.78,1.899,6.025,1988-02-23
0.7186,35.42,1.3947,1.6953,6.479,113.97,5.733,1.764,1247.7,128.8,1.903,6.023,1988-02-24
0.7177,35.47,1.396,1.697,6.485,114.02,5.7385,1.7635,1251.93,128.8,1.9045,6.0125,1988-02-25
0.7188,35.26,1.3875,1.6875,6.45,114.23,5.714,1.7732,1244.95,128.19,1.8945,5.99,1988-02-26
0.7198,35.3,1.3925,1.6883,6.458,113.95,5.718,1.7735,1244.4,128.45,1.8955,5.992,1988-02-29
0.7188,35.27,1.3917,1.6855,6.4525,113.85,5.706,1.7775,1245.18,128.27,1.8925,5.9925,1988-03-01
0.7218,35.42,1.3987,1.6935,6.4735,113.45,5.728,1.7705,1244.45,129.2,1.901,6.0075,1988-03-02
0.724,35.45,1.407,1.6966,6.486,113.71,5.738,1.768,1250.03,129.25,1.905,6.0235,1988-03-03
0.7246,35.32,1.3993,1.6895,6.465,113.88,5.719,1.774,1249.32,128.75,1.897,6.006,1988-03-04
0.7283,35.05,1.3838,1.6772,6.405,113.48,5.6765,1.818,1243.05,128.17,1.883,5.9575,1988-03-07
0.731,34.9,1.3775,1.669,6.38,112.43,5.651,1.8415,1234.6,128.09,1.874,5.931,1988-03-08
0.7297,34.9,1.379,1.668,6.373,111.92,5.652,1.8475,1232.82,128.02,1.8735,5.92,1988-03-09
0.7293,34.86,1.3795,1.6652,6.385,111.9,5.673,1.8422,1234.72,128.1,1.8715,5.9345,1988-03-10
0.731,34.8,1.372,1.662,6.36,111.95,5.65,1.8525,1233.35,127.38,1.868,5.92,1988-03-11
0.7298,34.8,1.3725,1.6635,6.36,112.1,5.65,1.8528,1228.35,126.92,1.869,5.9225,1988-03-14
0.7296,34.84,1.377,1.6658,6.395,112,5.66,1.8542,1232.3,127.15,1.872,5.93,1988-03-15
0.7312,34.97,1.384,1.6715,6.415,111.83,5.685,1.8475,1239.05,127.43,1.8785,5.945,1988-03-16
0.7353,35.35,1.4014,1.6913,6.483,112.07,5.743,1.8325,1245.85,128.65,1.9005,5.9845,1988-03-17
0.7333,35.45,1.4065,1.6965,6.5,113.15,5.76,1.8205,1252.93,128.35,1.906,5.995,1988-03-18
0.7377,35.37,1.4002,1.6913,6.485,113.57,5.746,1.8263,1251.07,127.08,1.9,5.985,1988-03-21
0.7385,35.4,1.402,1.6937,6.5035,113.05,5.7545,1.8294,1252.73,127.12,1.9025,5.9875,1988-03-22
0.7407,35.38,1.398,1.6917,6.495,113.45,5.747,1.835,1254.72,126.8,1.899,5.9725,1988-03-23
0.7406,35.19,1.3887,1.6795,6.4495,112.8,5.707,1.843,1249.1,125.75,1.887,5.9455,1988-03-24
0.7417,35.11,1.3865,1.6763,6.43,112.25,5.687,1.836,1244.03,125.35,1.8835,5.93,1988-03-25
0.7368,34.76,1.3707,1.6606,6.373,112.1,5.626,1.8588,1233,124.2,1.8655,5.891,1988-03-28
0.7352,34.82,1.3745,1.6632,6.391,110.87,5.64,1.868,1234.3,124.65,1.8685,5.894,1988-03-29
0.7366,34.8,1.373,1.6637,6.38,111.25,5.643,1.877,1236.17,124.84,1.8685,5.898,1988-03-30
0.7388,34.68,1.3625,1.6558,6.36,110.91,5.6125,1.8865,1230.9,124.1,1.859,5.871,1988-03-31
0.7415,34.96,1.3757,1.6695,6.385,110.4,5.661,1.879,1231.13,125.18,1.8745,5.901,1988-04-05
0.7399,35.01,1.383,1.674,6.41,111.35,5.6775,1.875,1237.57,125.5,1.878,5.9175,1988-04-06
0.7384,35.17,1.3905,1.68,6.435,110.7,5.694,1.871,1246.95,125.82,1.8855,5.93,1988-04-07
0.7408,35.02,1.3828,1.6727,6.41,111.05,5.673,1.8752,1243,125.55,1.878,5.91,1988-04-08
0.7444,35.29,1.3958,1.6865,6.4575,110.9,5.717,1.8544,1249.17,126.68,1.893,5.94,1988-04-11
0.7441,35.31,1.3982,1.688,6.475,111.62,5.723,1.8505,1249.63,126.56,1.8945,5.94,1988-04-12
0.7432,35.4,1.405,1.6935,6.48,112.1,5.738,1.839,1254.9,126.33,1.9,5.95,1988-04-13
0.7443,34.82,1.374,1.663,6.395,112.01,5.642,1.8756,1254.16,123.65,1.8665,5.88,1988-04-14
0.748,34.75,1.3725,1.661,6.3835,110.87,5.633,1.8885,1235.3,123.88,1.8625,5.865,1988-04-15
0.7481,34.7,1.371,1.6575,6.3925,110.52,5.63,1.905,1235.52,124.06,1.8595,5.845,1988-04-18
0.7502,34.8,1.3754,1.663,6.4025,110.1,5.65,1.8925,1237.3,124.18,1.866,5.8575,1988-04-19
0.7473,34.82,1.3752,1.664,6.395,110.3,5.651,1.893,1235.97,123.98,1.867,5.8575,1988-04-20
0.7499,34.81,1.3752,1.6642,6.4015,110.2,5.652,1.898,1239.4,124.15,1.867,5.8525,1988-04-21
0.7542,34.96,1.3835,1.6725,6.434,110.09,5.6785,1.889,1242.95,124.7,1.8765,5.88,1988-04-22
0.7559,35.03,1.3866,1.6752,6.4525,110.9,5.69,1.875,1243.65,124.79,1.879,5.885,1988-04-26
0.7559,35.05,1.388,1.675,6.4585,110.55,5.687,1.877,1247.82,125.1,1.878,5.8855,1988-04-27
0.7559,34.9,1.3846,1.6687,6.433,110.78,5.669,1.874,1242.73,124.6,1.872,5.863,1988-04-28
0.7585,35.02,1.3935,1.6746,6.455,110.35,5.691,1.8785,1241.97,124.92,1.878,5.875,1988-04-29
0.7583,35.1,1.398,1.6786,6.475,110.83,5.702,1.8715,1250.55,124.95,1.882,5.89,1988-05-02
0.7619,35.09,1.395,1.6772,6.47,110.97,5.701,1.8712,1248.3,124.88,1.8815,5.88,1988-05-03
0.771,35.15,1.4,1.6799,6.474,110.77,5.707,1.8645,1251.3,125,1.8845,5.89,1988-05-04
0.7664,35.11,1.3993,1.6792,6.475,111.08,5.719,1.8665,1249.3,124.65,1.8835,5.885,1988-05-05
0.7679,35.17,1.402,1.6805,6.4935,111,5.714,1.862,1251.32,124.88,1.885,5.8955,1988-05-06
0.769,35.19,1.401,1.682,6.485,111.25,5.706,1.8797,1248.85,124.82,1.8865,5.8875,1988-05-09
0.7746,35.12,1.3949,1.6787,6.47,111.65,5.692,1.8813,1249.27,124.44,1.882,5.8775,1988-05-10
0.7771,35.08,1.394,1.6775,6.45,111.17,5.692,1.886,1249.88,124.25,1.8815,5.8625,1988-05-11
0.7656,35.12,1.396,1.6792,6.46,111.68,5.695,1.8845,1252.7,124.39,1.884,5.877,1988-05-12
0.7742,35.22,1.4002,1.6832,6.46,111.85,5.707,1.891,1250.76,124.68,1.888,5.88,1988-05-13
0.7744,35.27,1.4045,1.689,6.473,111.6,5.726,1.889,1253.58,124.95,1.8945,5.891,1988-05-16
0.7706,35.59,1.4195,1.7043,6.533,111.71,5.77,1.8638,1254.31,125.73,1.91,5.935,1988-05-17
0.7708,35.62,1.4215,1.7054,6.537,112.63,5.77,1.864,1265.62,125.4,1.91,5.937,1988-05-18
0.7728,35.5,1.4172,1.7006,6.5025,112.85,5.7535,1.8668,1261.64,124.87,1.905,5.9225,1988-05-19
0.7819,35.56,1.4207,1.7034,6.502,112.49,5.7585,1.8618,1263.32,124.84,1.9075,5.9285,1988-05-20
0.7869,35.52,1.4175,1.7015,6.493,112.63,5.754,1.869,1264.25,124.55,1.9068,5.9225,1988-05-23
0.7867,35.51,1.422,1.7025,6.489,112.49,5.7495,1.867,1261.85,124.35,1.907,5.92,1988-05-24
0.7872,35.52,1.425,1.7058,6.498,112.47,5.7555,1.863,1263.77,124.35,1.9105,5.925,1988-05-25
0.7993,35.61,1.424,1.7079,6.515,112.6,5.757,1.8625,1268.32,124.44,1.9125,5.9375,1988-05-26
0.8065,35.82,1.4365,1.7185,6.535,112.84,5.781,1.8555,1271.25,125,1.924,5.955,1988-05-27
0.8135,36.06,1.4412,1.7258,6.5725,113.95,5.828,1.8235,1281.53,125.2,1.935,6.01,1988-06-01
0.8043,36.08,1.437,1.7248,6.5775,114.16,5.836,1.7995,1283,126.55,1.938,6.038,1988-06-02
0.807,36.12,1.4395,1.7272,6.583,114.45,5.837,1.794,1283.4,125.97,1.94,6.0385,1988-06-03
0.7903,35.98,1.4325,1.717,6.55,113.95,5.806,1.8017,1279.47,126.18,1.9285,6.016,1988-06-06
0.7941,35.88,1.429,1.7154,6.54,113.6,5.794,1.8112,1278.1,125.72,1.926,5.9925,1988-06-07
0.8056,35.92,1.4325,1.7185,6.54,113.25,5.802,1.8171,1274.07,125.25,1.9295,5.9925,1988-06-08
0.8049,36,1.4357,1.72,6.5515,113.45,5.811,1.8145,1278.59,125.2,1.9315,6.004,1988-06-09
0.8065,35.94,1.4373,1.7195,6.545,113.73,5.809,1.817,1278.14,124.92,1.931,6.0075,1988-06-10
0.8034,36.5,1.4627,1.7475,6.6325,114.13,5.891,1.785,1282.78,126.4,1.961,6.08,1988-06-14
0.7984,36.66,1.466,1.7532,6.655,115.25,5.915,1.786,1299.31,126.27,1.9675,6.085,1988-06-15
0.8048,36.71,1.4614,1.754,6.675,115.75,5.913,1.786,1299.86,125.78,1.971,6.088,1988-06-16
0.8124,36.68,1.4575,1.7532,6.685,115.6,5.911,1.7825,1301.33,125.87,1.9705,6.095,1988-06-17
0.8213,36.82,1.4635,1.7603,6.695,115.94,5.932,1.7845,1302.22,126.25,1.98,6.105,1988-06-20
0.8223,36.82,1.4626,1.7578,6.693,116.14,5.93,1.7855,1304.92,126.47,1.978,6.105,1988-06-21
0.8237,37.22,1.4731,1.7785,6.766,116.14,5.99,1.7677,1312.1,128.63,2.0025,6.156,1988-06-22
0.8229,37.41,1.478,1.786,6.795,117.6,6.015,1.7566,1330.33,128.67,2.012,6.184,1988-06-23
0.8248,38.03,1.507,1.815,6.913,117.8,6.11,1.725,1331.65,130.6,2.044,6.2685,1988-06-24
0.8118,38.08,1.5055,1.8185,6.9135,120.02,6.141,1.7029,1353.47,130.88,2.05,6.2675,1988-06-27
0.8106,37.85,1.498,1.809,6.869,120.37,6.093,1.718,1334.18,130.95,2.04,6.231,1988-06-28
0.7984,38.33,1.5155,1.8295,6.9505,119.72,6.163,1.7063,1352.95,133.75,2.064,6.2835,1988-06-29
0.794,38.11,1.506,1.817,6.9,121.37,6.1275,1.7085,1351.78,133.53,2.05,6.285,1988-06-30
0.7863,38.11,1.5135,1.8203,6.915,121.55,6.1355,1.701,1351.3,134.1,2.0525,6.3,1988-07-01
0.7964,38.13,1.5137,1.8218,6.918,121.45,6.135,1.7115,1352.68,133.6,2.053,6.285,1988-07-06
0.804,38.05,1.51,1.8165,6.905,121.32,6.115,1.7173,1348.26,131.77,2.0455,6.267,1988-07-07
0.7998,38.48,1.5307,1.838,6.985,120.25,6.1815,1.7015,1351,133.23,2.0695,6.313,1988-07-08
0.79,38.67,1.5347,1.8463,7.04,121.35,6.208,1.689,1364.75,132.9,2.081,6.358,1988-07-11
0.7935,38.46,1.5232,1.8377,7.004,122.3,6.195,1.6955,1364.95,132.63,2.073,6.33,1988-07-12
0.8005,38.69,1.531,1.847,7.045,121.67,6.228,1.6917,1364.94,132.9,2.0845,6.352,1988-07-13
0.7989,38.67,1.532,1.8475,7.0475,122.37,6.231,1.689,1368.78,133.13,2.0835,6.361,1988-07-14
0.7944,39.25,1.5557,1.8765,7.149,122.38,6.327,1.663,1374.53,135.3,2.116,6.4475,1988-07-15
0.7931,39.41,1.5626,1.8815,7.182,124.35,6.343,1.67,1400.13,134.75,2.122,6.46,1988-07-18
0.7985,39.01,1.548,1.8643,7.1025,124.88,6.288,1.6935,1382.56,133.9,2.1035,6.408,1988-07-19
0.81,38.72,1.5367,1.8507,7.047,123.45,6.243,1.7095,1370.85,133.18,2.09,6.368,1988-07-20
0.8079,38.46,1.529,1.838,6.997,122.6,6.202,1.7265,1367.18,132.25,2.074,6.3335,1988-07-21
0.814,38.22,1.518,1.8263,6.9625,121.85,6.165,1.74,1352.1,130.7,2.061,6.3,1988-07-22
0.8151,38.6,1.5343,1.8452,7.013,121.1,6.223,1.725,1360.05,132.1,2.0825,6.355,1988-07-25
0.8089,38.91,1.546,1.8607,7.07,121.55,6.272,1.7133,1371.72,132.55,2.1,6.3885,1988-07-26
0.8031,38.69,1.5383,1.849,7.023,123.15,6.2375,1.726,1383.75,131.7,2.0865,6.355,1988-07-27
0.8089,39.02,1.551,1.865,7.083,122,6.289,1.722,1383.63,132.4,2.1045,6.385,1988-07-28
0.8045,39.24,1.562,1.875,7.1205,122.72,6.319,1.71,1386.44,133.05,2.1155,6.419,1988-07-29
0.801,39.3,1.562,1.8767,7.132,123.22,6.327,1.713,1385.57,132.8,2.1205,6.438,1988-08-01
0.8073,39.28,1.5625,1.8763,7.132,123.52,6.325,1.71,1378.55,132.92,2.118,6.4465,1988-08-02
0.8036,39.22,1.5625,1.8755,7.13,123.4,6.321,1.7105,1384.82,132.87,2.117,6.444,1988-08-03
0.8051,39.35,1.5684,1.8805,7.155,123.35,6.341,1.709,1386.38,133.02,2.123,6.448,1988-08-04
0.8051,39.66,1.581,1.8932,7.199,123.62,6.381,1.6928,1391.08,133.68,2.138,6.471,1988-08-05
0.7971,39.84,1.5905,1.9022,7.257,124.32,6.414,1.697,1401.81,133.75,2.148,6.5075,1988-08-08
0.8004,40.08,1.603,1.916,7.312,124.67,6.4585,1.6863,1399.63,134.75,2.1625,6.5425,1988-08-09
0.7957,40.12,1.6005,1.916,7.331,125.47,6.478,1.6905,1418.7,134.45,2.164,6.55,1988-08-10
0.8003,39.84,1.5905,1.8995,7.278,125.55,6.437,1.691,1406.8,133.86,2.1445,6.515,1988-08-11
0.8032,39.43,1.5752,1.8805,7.211,124.72,6.386,1.7155,1396.25,133.15,2.1235,6.474,1988-08-12
0.8039,39.46,1.578,1.881,7.215,123.3,6.382,1.7138,1398.32,133.25,2.1245,6.479,1988-08-15
0.8007,39.2,1.5698,1.8715,7.166,123.42,6.343,1.719,1406.4,132.92,2.113,6.442,1988-08-16
0.802,40.1,1.604,1.913,7.327,122.55,6.475,1.6898,1403.7,134.07,2.159,6.54,1988-08-17
0.8033,39.84,1.5973,1.898,7.275,125.27,6.435,1.6985,1404.1,133.35,2.1435,6.505,1988-08-18
0.8162,40.24,1.6117,1.9197,7.3535,123.92,6.506,1.6763,1417.3,134.1,2.167,6.5695,1988-08-22
0.8139,39.97,1.605,1.9065,7.313,125.82,6.467,1.679,1411.47,133.85,2.153,6.5345,1988-08-23
0.8122,39.65,1.5955,1.8915,7.2775,124.85,6.429,1.6785,1406.38,134.25,2.1355,6.5115,1988-08-24
0.8189,39.02,1.5725,1.8635,7.1825,124.37,6.33,1.699,1398.03,133.35,2.104,6.454,1988-08-25
0.8135,38.96,1.566,1.857,7.149,123.2,6.3,1.6908,1386.93,133.66,2.097,6.436,1988-08-26
0.8135,39.16,1.5755,1.8687,7.1925,122.9,6.342,1.685,1386.47,134.13,2.1105,6.465,1988-08-29
0.8025,39.16,1.576,1.868,7.19,124.25,6.341,1.69,1390.25,134.47,2.1095,6.462,1988-08-30
0.8069,39.39,1.585,1.8787,7.222,123.87,6.3785,1.6825,1392,136.52,2.122,6.493,1988-08-31
0.7972,39.35,1.581,1.874,7.212,124.26,6.3705,1.669,1397.2,136.35,2.117,6.491,1988-09-01
0.7953,38.98,1.564,1.8592,7.1485,124.4,6.317,1.683,1397,136.1,2.1,6.456,1988-09-02
0.8061,38.69,1.5547,1.8437,7.1,123.05,6.283,1.708,1376.5,133.67,2.081,6.405,1988-09-07
0.8015,38.79,1.563,1.8485,7.12,123.65,6.3,1.697,1383.68,133.87,2.0865,6.4175,1988-09-08
0.8054,38.8,1.5623,1.849,7.115,123.85,6.288,1.6968,1378.68,133.62,2.087,6.42,1988-09-09
0.803,38.71,1.5538,1.8452,7.099,123.6,6.279,1.6957,1379.15,133.5,2.083,6.4115,1988-09-12
0.7982,38.8,1.5602,1.8503,7.1125,123.27,6.2985,1.696,1379.55,133.3,2.086,6.4125,1988-09-13
0.7964,39.42,1.5835,1.879,7.234,123.77,6.3925,1.6745,1384.57,134.6,2.1205,6.4825,1988-09-14
0.7958,39.32,1.582,1.8757,7.2,125.57,6.378,1.68,1400.63,133.67,2.116,6.475,1988-09-15
0.7998,39.36,1.5845,1.8767,7.22,125.4,6.378,1.6754,1398.5,134.3,2.1175,6.485,1988-09-16
0.7896,39.22,1.579,1.8688,7.1825,125.3,6.353,1.6788,1394.3,133.55,2.109,6.435,1988-09-19
0.7858,39.12,1.5747,1.8642,7.1675,124.76,6.3385,1.6865,1392.82,133.9,2.1035,6.4175,1988-09-20
0.7817,39.31,1.5836,1.8747,7.2,124.5,6.37,1.675,1395.7,134.25,2.1145,6.445,1988-09-21
0.7846,39.38,1.5875,1.8795,7.215,124.9,6.395,1.6675,1396.99,134.63,2.119,6.4625,1988-09-22
0.7862,39.32,1.585,1.8755,7.204,124.68,6.39,1.6715,1401.41,134.47,2.115,6.4525,1988-09-23
0.7798,39.47,1.5936,1.8835,7.23,124.6,6.411,1.6665,1408.2,134.65,2.1235,6.475,1988-09-26
0.7844,39.38,1.5908,1.8793,7.215,124.98,6.396,1.6788,1402.98,134.45,2.1193,6.46,1988-09-27
0.7828,39.38,1.59,1.878,7.208,124.62,6.395,1.6868,1402.07,134.23,2.1175,6.4525,1988-09-28
0.7824,39.46,1.5932,1.8825,7.235,124.43,6.405,1.6822,1402.59,134.36,2.1226,6.455,1988-09-29
0.7829,39.23,1.5835,1.873,7.195,124.55,6.3715,1.691,1400.3,133.9,2.1115,6.425,1988-09-30
0.7833,39,1.5788,1.861,7.15,123.77,6.338,1.6985,1390.97,133.65,2.099,6.398,1988-10-03
0.7871,39.01,1.5801,1.8612,7.175,123.17,6.34,1.6945,1386.13,133.26,2.0995,6.394,1988-10-04
0.7907,39.04,1.5833,1.863,7.172,123.04,6.346,1.6955,1390.47,133.5,2.101,6.392,1988-10-05
0.7945,39.09,1.583,1.8649,7.18,123.05,6.352,1.694,1388.99,133.41,2.103,6.395,1988-10-06
0.797,39.01,1.58,1.8618,7.162,123.24,6.342,1.698,1392.7,133.3,2.0985,6.384,1988-10-07
0.8031,38.47,1.551,1.836,7.08,122.43,6.256,1.731,1373.63,128.96,2.07,6.298,1988-10-12
0.8087,38.15,1.5395,1.821,7.0215,121.28,6.206,1.7455,1366.38,128.03,2.052,6.258,1988-10-13
0.8089,38.05,1.5308,1.813,7.008,120.3,6.1905,1.7555,1358.69,127.15,2.048,6.249,1988-10-14
0.8117,37.98,1.53,1.8105,7.0015,120.1,6.1825,1.748,1351.1,127.28,2.0405,6.244,1988-10-17
0.8094,37.83,1.5245,1.8044,6.9725,119.97,6.159,1.752,1349.85,126.67,2.035,6.227,1988-10-18
0.8174,37.9,1.5298,1.811,6.995,118.9,6.184,1.7505,1347,127.3,2.042,6.245,1988-10-19
0.8191,37.78,1.5225,1.8025,6.9575,119.17,6.157,1.763,1343.9,127.2,2.0335,6.225,1988-10-20
0.8214,37.34,1.5077,1.7805,6.87,118.61,6.087,1.762,1334.05,126.35,2.0085,6.18,1988-10-21
0.8178,37.5,1.5159,1.7885,6.865,117.8,6.11,1.7515,1333.55,126.83,2.018,6.175,1988-10-24
0.8167,37.47,1.5175,1.788,6.9025,117.75,6.11,1.7535,1338.19,126.7,2.0165,6.215,1988-10-25
0.8223,37.21,1.5041,1.7745,6.848,118,6.062,1.761,1333.84,125.7,2.0015,6.195,1988-10-26
0.8249,37.24,1.4955,1.7758,6.86,117.5,6.06,1.768,1319.77,125.9,2.002,6.192,1988-10-27
0.8235,37.27,1.498,1.7775,6.855,117.65,6.073,1.768,1326.4,125.85,2.005,6.18,1988-10-28
0.8256,37.39,1.5015,1.782,6.889,117.52,6.083,1.769,1316.45,125.5,2.0095,6.195,1988-10-31
0.8222,37.32,1.4945,1.7788,6.868,117.95,6.069,1.777,1324.22,124.6,2.0065,6.18,1988-11-02
0.8271,37.17,1.485,1.7718,6.84,117.2,6.053,1.782,1318.66,124.2,1.999,6.164,1988-11-03
0.8292,37.65,1.5037,1.7942,6.931,116.82,6.122,1.765,1323.8,125.32,2.0235,6.2175,1988-11-04
0.8276,37.38,1.494,1.784,6.883,118.27,6.087,1.775,1326.95,124.72,2.0125,6.19,1988-11-07
0.8328,37.53,1.5017,1.7895,6.9,117.6,6.107,1.7702,1324.75,125.57,2.0185,6.196,1988-11-08
0.8347,36.95,1.4815,1.761,6.813,118.05,6.015,1.7908,1319.57,124.25,1.989,6.133,1988-11-09
0.844,36.87,1.477,1.7575,6.795,116.42,6.009,1.7955,1310.85,123.98,1.983,6.128,1988-11-10
0.8522,36.57,1.4635,1.7455,6.744,115.08,5.9615,1.807,1298.38,123.42,1.968,6.085,1988-11-15
0.8463,36.16,1.4465,1.7243,6.677,115.07,5.895,1.822,1298.7,122.55,1.945,6.04,1988-11-16
0.8611,36.26,1.4525,1.7307,6.647,113.75,5.915,1.821,1279.45,122.73,1.952,6.064,1988-11-17
0.8546,36.4,1.4587,1.7357,6.711,114.1,5.933,1.816,1295.05,122.65,1.9575,6.072,1988-11-18
0.854,36.18,1.452,1.7275,6.681,114.55,5.905,1.8235,1290.76,121.95,1.946,6.044,1988-11-21
0.8614,36.06,1.4473,1.7207,6.65,113.89,5.883,1.8318,1284.84,121.35,1.941,6.023,1988-11-22
0.8637,35.96,1.4405,1.717,6.63,113.3,5.867,1.837,1279.55,121.3,1.936,6.006,1988-11-23
0.8689,36.36,1.4508,1.7335,6.693,112.7,5.921,1.837,1286.82,122.22,1.955,6.04,1988-11-28
0.8701,36.2,1.4453,1.7273,6.667,113.71,5.899,1.8516,1284.42,121.5,1.9487,6.02,1988-11-29
0.8781,36.38,1.4535,1.736,6.691,113.05,5.929,1.8493,1284.31,121.9,1.958,6.0415,1988-11-30
0.8772,36.31,1.4525,1.7325,6.685,113.25,5.922,1.8525,1279.65,121.6,1.9545,6.024,1988-12-01
0.8677,36.24,1.4503,1.731,6.6785,113.02,5.911,1.856,1281.44,121.47,1.952,6.02,1988-12-02
0.8754,36.13,1.445,1.724,6.655,113,5.8885,1.87,1273.86,121.5,1.945,6.001,1988-12-05
0.8767,36.3,1.4523,1.7326,6.678,112.37,5.9175,1.8654,1276.06,121.75,1.9553,6.015,1988-12-06
0.8745,36.89,1.479,1.76,6.8,112.9,6.007,1.841,1290.31,123.5,1.9855,6.09,1988-12-07
0.8701,36.32,1.4612,1.7335,6.6875,113,5.925,1.849,1284.03,122.35,1.957,6.025,1988-12-09
0.8562,36.5,1.4662,1.7425,6.73,112.52,5.953,1.842,1283.3,122.85,1.966,6.0495,1988-12-12
0.8483,36.64,1.471,1.7473,6.752,113.47,5.972,1.828,1285.4,123.15,1.9725,6.067,1988-12-13
0.8439,36.45,1.4654,1.7377,6.725,113.72,5.941,1.8295,1287.97,122.71,1.962,6.045,1988-12-14
0.8566,36.57,1.4725,1.7485,6.766,112.95,5.975,1.8278,1286.96,123.37,1.974,6.068,1988-12-15
0.8433,37.02,1.4895,1.766,6.824,113.5,6.029,1.811,1297.95,124.5,1.994,6.119,1988-12-16
0.8495,36.96,1.488,1.7625,6.8325,114.05,6.022,1.8226,1295.55,124.1,1.9899,6.121,1988-12-19
0.8533,37.21,1.499,1.7765,6.865,113.82,6.069,1.8015,1309.51,125.1,2.005,6.1625,1988-12-20
0.852,37.07,1.494,1.77,6.85,114.75,6.042,1.807,1306.47,124.35,1.998,6.13,1988-12-21
0.8545,37.2,1.4975,1.774,6.865,114.1,6.0545,1.798,1306.33,124.71,2.0025,6.137,1988-12-22
0.852,37.24,1.4985,1.7765,6.8765,114.3,6.07,1.8,1309.77,124.85,2.005,6.139,1988-12-23
0.855,37.54,1.5135,1.787,6.9225,114.41,6.11,1.789,1320.2,125.58,2.02,6.1725,1988-12-28
0.8565,37.5,1.515,1.7885,6.9125,115.05,6.103,1.791,1317,125.85,2.019,6.1625,1988-12-29
0.8555,37.23,1.502,1.7735,6.8575,114.65,6.06,1.811,1308,125.05,2.002,6.131,1988-12-30
0.8695,36.99,1.4973,1.764,6.83,112.4,6.0255,1.8243,1297,123.6,1.992,6.096,1989-01-03
0.872,37.47,1.5188,1.7879,6.9122,112.3,6.111,1.807,1314.5,125.05,2.018,6.16,1989-01-04
