"AUD","BEF","CHF","DEM","DKK","ESP","FRF","GBP","ITL","JPY","NGL","SEK","date"
0.7874,33.85,1.4075,1.6415,6.25,100.63,5.5055,1.819,1201,148.97,1.8494,5.953,1990-07-20
0.7835,33.57,1.3885,1.628,6.193,100.53,5.4615,1.834,1189,148.45,1.835,5.9165,1990-07-23
0.787,33.32,1.375,1.6185,6.1625,99.63,5.4275,1.8132,1189,148.35,1.824,5.8975,1990-07-24
0.7844,33.35,1.374,1.619,6.165,99.18,5.421,1.8115,1186,148.88,1.8241,5.9025,1990-07-25
0.7815,33.39,1.3782,1.6228,6.18,99.18,5.4345,1.815,1189,150.45,1.8287,5.9125,1990-07-26
0.79,33.23,1.3685,1.6153,6.15,99.45,5.4105,1.838,1181,149.6,1.8208,5.89,1990-07-27
0.794,33.1,1.365,1.6092,6.139,98.98,5.39,1.8485,1176,148.2,1.8143,5.87,1990-07-30
0.7968,32.68,1.3477,1.5875,6.05,98.85,5.322,1.8635,1164,146.13,1.7892,5.813,1990-07-31
0.7947,32.75,1.3555,1.5925,6.081,97.7,5.3355,1.8565,1164,147.25,1.7941,5.8285,1990-08-01
0.785,32.82,1.3565,1.595,6.085,97.92,5.343,1.8555,1165,149.6,1.7967,5.839,1990-08-02
0.786,32.74,1.351,1.5925,6.0675,98.15,5.337,1.859,1163,149.9,1.7938,5.8355,1990-08-03
0.79,32.42,1.3322,1.5768,6.016,97.78,5.292,1.873,1156,149.75,1.7768,5.797,1990-08-06
0.7931,32.43,1.331,1.5807,6.014,96.98,5.298,1.874,1163,149.8,1.7812,5.806,1990-08-07
0.7955,32.75,1.344,1.5945,6.078,97.13,5.346,1.8705,1165.3,150.15,1.7968,5.845,1990-08-08
0.8005,32.75,1.3385,1.5922,6.0705,97.83,5.338,1.8675,1165.8,149.82,1.7941,5.838,1990-08-09
0.7977,32.76,1.339,1.59,6.073,97.63,5.323,1.873,1166.5,150.15,1.7919,5.825,1990-08-10
0.8037,32.42,1.3165,1.577,6.01,97.53,5.2915,1.883,1156,150.35,1.7764,5.788,1990-08-13
0.807,32.27,1.306,1.5695,5.984,96.73,5.27,1.89,1148.5,149.48,1.7678,5.769,1990-08-14
0.8085,32.15,1.293,1.563,5.969,96.33,5.2445,1.901,1146.2,147.45,1.761,5.759,1990-08-15
0.806,32.18,1.3035,1.5643,5.9715,96,5.252,1.9095,1143.5,148.38,1.7625,5.7555,1990-08-16
0.8095,31.98,1.2815,1.5508,5.935,95.98,5.21,1.9235,1142,147.57,1.7472,5.725,1990-08-17
0.8086,32.08,1.2918,1.558,5.975,95.23,5.237,1.914,1156.8,146.87,1.756,5.749,1990-08-20
0.8155,32,1.2868,1.5553,5.965,96.08,5.237,1.915,1159,146.4,1.7526,5.745,1990-08-21
0.8225,31.94,1.2735,1.5535,5.965,96.68,5.225,1.925,1158.5,145.75,1.7505,5.745,1990-08-22
0.837,31.82,1.2605,1.5483,5.957,97.53,5.198,1.9555,1151.5,146.6,1.7443,5.721,1990-08-23
0.831,31.97,1.2685,1.5575,5.9615,97.3,5.2255,1.937,1153.75,146.55,1.7551,5.75,1990-08-24
0.8387,31.84,1.275,1.5515,5.9515,96.1,5.203,1.944,1148.5,144.45,1.748,5.7115,1990-08-27
0.831,31.88,1.2815,1.5525,5.9425,95.9,5.206,1.946,1145,143.48,1.7493,5.7205,1990-08-28
0.8338,32.02,1.285,1.5575,5.9625,96.03,5.216,1.9463,1147.8,143.62,1.7551,5.733,1990-08-29
0.8145,32.15,1.296,1.566,6,96.43,5.25,1.9175,1163.25,144.3,1.7648,5.7605,1990-08-30
0.8145,32.31,1.3085,1.576,6.0415,97.45,5.285,1.895,1160.75,143.93,1.776,5.789,1990-08-31
0.8155,32.543,1.3165,1.5852,6.065,98.05,5.3093,1.8735,1179.5,143.52,1.7845,5.815,1990-09-03
0.8161,32.55,1.3175,1.5838,6.07,98.33,5.306,1.8785,1172.5,143.55,1.785,5.8125,1990-09-04
0.8263,32.13,1.2975,1.5635,5.99,99,5.237,1.907,1166.5,141.68,1.7619,5.7545,1990-09-05
0.8253,32,1.2988,1.558,5.9585,98.35,5.219,1.913,1163.8,141.05,1.7562,5.735,1990-09-06
0.8166,32.2,1.304,1.566,5.991,98.07,5.247,1.8925,1175.7,140.1,1.7649,5.754,1990-09-07
0.8135,32.48,1.319,1.582,6.04,98.11,5.2995,1.859,1177.5,139.2,1.7833,5.7925,1990-09-10
0.8185,32.68,1.3305,1.5919,6.08,99.33,5.327,1.8575,1188,139.85,1.7943,5.825,1990-09-11
0.8199,32.6,1.3232,1.5875,6.055,99.8,5.318,1.8595,1181.5,137.7,1.7894,5.8,1990-09-12
0.8265,32.37,1.3139,1.5748,6.015,99.75,5.275,1.883,1172.3,137.35,1.7745,5.76,1990-09-13
0.826,32.12,1.2905,1.5618,5.975,98.9,5.2305,1.894,1171,136.67,1.7603,5.737,1990-09-14
0.833,32,1.287,1.558,5.938,98.3,5.2195,1.915,1159.5,137,1.7567,5.72,1990-09-17
0.8315,31.84,1.2825,1.5482,5.907,98.08,5.185,1.9145,1159.5,137.5,1.7448,5.698,1990-09-18
0.8315,32.27,1.306,1.569,5.978,97.5,5.252,1.885,1170,137.5,1.7678,5.7595,1990-09-19
0.8275,32.49,1.32,1.58,6.022,98.47,5.29,1.873,1174.8,136.93,1.7815,5.788,1990-09-20
0.828,32.41,1.3222,1.5778,6.005,98.88,5.2795,1.847,1175.5,136.9,1.7789,5.785,1990-09-21
0.8326,32.06,1.2975,1.5568,5.948,98.48,5.211,1.881,1165.3,136.1,1.7547,5.748,1990-09-24
0.8315,32.19,1.302,1.564,5.962,97.63,5.236,1.869,1169.5,137.38,1.7627,5.76,1990-09-25
0.8315,32.36,1.3112,1.572,6,97.93,5.261,1.872,1173.51,137.27,1.7729,5.78,1990-09-26
0.8272,32.34,1.308,1.5705,6.013,98.28,5.257,1.8795,1168,138.37,1.7713,5.788,1990-09-27
0.8265,32.26,1.2995,1.5665,5.978,98.53,5.243,1.8788,1171,138.27,1.7665,5.763,1990-09-28
0.8303,31.99,1.2895,1.5517,5.93,97.97,5.198,1.8835,1162.5,136.9,1.7502,5.7265,1990-10-01
0.8295,32.08,1.292,1.555,5.948,97.25,5.21,1.893,1159.75,136.95,1.7538,5.738,1990-10-02
0.8244,31.81,1.285,1.5445,5.9035,97.45,5.1755,1.9025,1155.25,136.13,1.7419,5.708,1990-10-03
0.8335,31.61,1.277,1.534,5.858,96.75,5.148,1.9155,1151.2,133.9,1.73,5.6755,1990-10-04
0.835,31.82,1.291,1.547,5.8985,96.4,5.18,1.956,1158,132.4,1.7445,5.6775,1990-10-05
0.8375,31.659,1.279,1.5325,5.8965,96.93,5.142,1.975,1151.5,130.5,1.7332,5.6636,1990-10-08
0.834,31.39,1.2775,1.526,5.816,96,5.11,1.9638,1143,130.33,1.72,5.627,1990-10-09
0.8265,31.47,1.278,1.5283,5.827,96,5.116,1.971,1144.01,129.97,1.7231,5.642,1990-10-10
0.8157,31.54,1.291,1.532,5.842,96.2,5.131,1.978,1138.5,129.95,1.7272,5.653,1990-10-11
0.8182,31.26,1.2785,1.5177,5.784,96.43,5.084,1.971,1138,128.65,1.711,5.632,1990-10-12
0.7908,31.38,1.2885,1.523,5.8115,95.5,5.104,1.9503,1140.5,128.15,1.7172,5.6425,1990-10-15
0.7875,31.22,1.279,1.516,5.7825,95.65,5.076,1.967,1120,127.25,1.7088,5.6215,1990-10-16
0.778,31.12,1.2735,1.5105,5.708,94.95,5.062,1.961,1128.6,125.27,1.7026,5.6165,1990-10-17
0.7705,31.11,1.274,1.5108,5.7685,94.71,5.0645,1.9715,1128.75,125.05,1.7032,5.6115,1990-10-18
0.783,30.97,1.27,1.5035,5.729,94.75,5.0355,1.959,1126.5,125.75,1.6952,5.5755,1990-10-19
0.7815,31.19,1.282,1.517,5.77,94.43,5.072,1.9465,1138,126.05,1.7098,5.608,1990-10-22
0.777,31.27,1.2817,1.5175,5.7945,95.08,5.0785,1.9485,1137,127.5,1.7107,5.6195,1990-10-23
0.7817,31.03,1.27,1.508,5.7575,95.08,5.045,1.96,1128.5,128.05,1.699,5.597,1990-10-24
0.7835,31.06,1.277,1.5132,5.758,94.6,5.0665,1.955,1133,127.3,1.706,5.605,1990-10-25
0.7827,31.2,1.281,1.5165,5.787,94.6,5.0735,1.958,1135.5,128,1.7096,5.62,1990-10-26
0.7825,31.23,1.287,1.5168,5.791,94.98,5.0795,1.9485,1135.52,128.4,1.7098,5.63,1990-10-29
0.782,31.25,1.2895,1.5188,5.8,95.03,5.084,1.956,1138,129.1,1.7124,5.637,1990-10-30
0.7863,31.21,1.287,1.5157,5.793,95.2,5.076,1.9435,1137.25,129.95,1.7091,5.641,1990-10-31
0.7847,31.03,1.2762,1.508,5.755,94.96,5.057,1.9455,1129.5,130.48,1.701,5.62,1990-11-01
0.776,30.935,1.2707,1.5023,5.76,94.7,5.0445,1.96,1128,128.6,1.6946,5.6,1990-11-02
0.7815,30.61,1.2505,1.487,5.6925,95.5,4.9875,1.9715,1121.95,126.8,1.6772,5.5525,1990-11-05
0.787,30.61,1.25,1.487,5.68,93.55,4.987,1.966,1117,127.3,1.677,5.544,1990-11-06
0.778,30.52,1.244,1.4815,5.6675,93.3,4.971,1.9698,1115.15,128.15,1.6716,5.5345,1990-11-07
0.7795,30.66,1.2485,1.4882,5.698,93.18,4.997,1.967,1118.04,129.9,1.6786,5.5635,1990-11-08
0.7797,30.65,1.25,1.488,5.7,93.53,4.997,1.967,1120.5,129.73,1.6783,5.567,1990-11-09
0.7785,30.603,1.25,1.4818,5.6725,93.73,4.972,1.9635,1114.75,128.85,1.669,5.55,1990-11-12
0.774,30.52,1.2537,1.48,5.6695,93.75,4.9775,1.9645,1112,129.6,1.6693,5.548,1990-11-13
0.7705,30.38,1.246,1.4715,5.6485,93.78,4.9615,1.9603,1109.25,129.62,1.6602,5.543,1990-11-14
0.772,30.46,1.2522,1.4775,5.676,93.75,4.988,1.9575,1113.02,129.27,1.6664,5.55,1990-11-15
0.7712,30.41,1.244,1.4708,5.6515,94.28,4.968,1.9691,1110.25,129.43,1.6594,5.538,1990-11-16
0.7655,30.45,1.2457,1.4749,5.6625,93.9,4.9715,1.9745,1109.25,129,1.664,5.5385,1990-11-19
0.767,30.53,1.2473,1.477,5.668,93.55,4.981,1.9665,1111,128.95,1.6666,5.5465,1990-11-20
0.7645,30.61,1.2513,1.4817,5.6892,93.7,5,1.971,1112.25,127.65,1.6722,5.555,1990-11-21
0.769,30.634,1.2505,1.4783,5.6865,94.05,4.9878,1.97,1112.53,127.32,1.6673,5.5495,1990-11-22
0.767,30.71,1.2585,1.4862,5.6985,94.1,5.0095,1.968,1114.75,127.35,1.6765,5.5625,1990-11-23
0.7672,30.82,1.2675,1.492,5.7245,94.1,5.03,1.969,1119.75,128.75,1.6832,5.5785,1990-11-26
0.7695,30.57,1.26,1.48,5.673,94.55,4.9905,1.983,1110.25,128.33,1.6698,5.545,1990-11-27
0.7697,30.59,1.2683,1.4845,5.698,94,5.011,1.9685,1115,129.85,1.6749,5.5635,1990-11-28
0.7711,30.89,1.277,1.4967,5.7325,94.4,5.046,1.944,1132,132.45,1.6884,5.597,1990-11-29
0.7729,30.98,1.2765,1.5,5.7465,94.78,5.065,1.9435,1126,133.1,1.6922,5.6185,1990-11-30
0.7768,31.27,1.292,1.5135,5.8065,95.1,5.113,1.9165,1136,134.4,1.7076,5.662,1990-12-03
0.778,31.1,1.2842,1.5031,5.7765,96.1,5.082,1.9305,1130,134.05,1.6958,5.6385,1990-12-04
0.7685,31.14,1.2835,1.5025,5.7825,95.75,5.0875,1.9265,1130.5,134.53,1.6951,5.6475,1990-12-05
0.771,30.9,1.2725,1.4897,5.733,96.05,5.056,1.9405,1122,132.35,1.6809,5.6035,1990-12-06
0.7745,30.68,1.263,1.4785,5.687,95.2,5.0175,1.9518,1115.5,131.05,1.6675,5.5675,1990-12-07
0.769,30.52,1.262,1.473,5.663,94.43,5.007,1.946,1108.9,131.9,1.662,5.5575,1990-12-10
0.768,30.71,1.2675,1.4805,5.7005,94.43,5.019,1.9375,1115,132.1,1.6702,5.582,1990-12-11
0.7672,30.66,1.2645,1.4782,5.6955,94.6,5.023,1.945,1113,131.82,1.6677,5.577,1990-12-12
0.759,30.69,1.2655,1.4808,5.703,94.52,5.031,1.946,1116,132.13,1.6704,5.578,1990-12-13
0.769,30.77,1.2742,1.485,5.72,94.48,5.046,1.937,1121,132.95,1.6755,5.588,1990-12-14
0.7674,30.75,1.275,1.4868,5.7395,94.75,5.063,1.931,1123,133.25,1.6771,5.6075,1990-12-17
0.77,30.72,1.2703,1.484,5.741,95.1,5.0565,1.9345,1117,133.23,1.6743,5.603,1990-12-18
0.772,30.6,1.27,1.4785,5.721,95.08,5.042,1.931,1118,134.15,1.6685,5.5885,1990-12-19
0.7742,31.02,1.2898,1.5025,5.798,94.65,5.108,1.894,1139,134.85,1.6951,5.6495,1990-12-20
0.77,31.6,1.309,1.5265,5.9,95.8,5.19,1.888,1154,135.6,1.7221,5.724,1990-12-21
0.775,31.83,1.316,1.5455,5.936,97.77,5.248,1.8745,1165,136.05,1.7431,5.777,1990-12-24
0.7755,31.6,1.307,1.532,5.894,98.3,5.201,1.882,1157,136.05,1.7283,5.7265,1990-12-26
0.7673,31.85,1.306,1.53,5.91,98,5.2035,1.89,1153.01,136.45,1.7283,5.733,1990-12-27
0.7702,30.93,1.2795,1.497,5.784,97.83,5.096,1.9225,1131,135.12,1.6888,5.632,1990-12-28
0.7715,30.94,1.277,1.497,5.779,95.8,5.1,1.93,1130,135.75,1.689,5.6335,1990-12-31
0.7737,30.72,1.2622,1.49,5.739,93.75,5.072,1.943,1122,134.6,1.68,5.6025,1991-01-02
0.778,30.78,1.2665,1.4927,5.75,95.08,5.073,1.9455,1123.75,133.05,1.6835,5.604,1991-01-03
0.7788,31,1.2755,1.5075,5.795,94.83,5.109,1.9355,1133,135.1,1.6994,5.6395,1991-01-04
0.7787,31.61,1.2921,1.5333,5.908,95.45,5.2005,1.904,1154,136.7,1.7293,5.72,1991-01-07
0.7786,31.56,1.288,1.5313,5.9015,97.13,5.1995,1.896,1160,136.45,1.7269,5.7115,1991-01-08
0.7743,31.19,1.2732,1.5141,5.8285,96.9,5.136,1.89,1157,134.05,1.7072,5.6525,1991-01-09
0.7755,31.58,1.2885,1.5322,5.898,95.5,5.2,1.9145,1150,134.6,1.7273,5.7085,1991-01-10
0.7755,31.61,1.28,1.533,5.902,96.65,5.202,1.908,1151,134.25,1.7283,5.7,1991-01-11
0.7788,31.77,1.2831,1.5445,5.937,96.45,5.237,1.904,1161,135.05,1.7413,5.7325,1991-01-14
0.7845,31.8,1.2873,1.5438,5.953,97.13,5.2465,1.9,1161,135.9,1.7407,5.7395,1991-01-15
0.7895,31.85,1.289,1.544,5.95,97.42,5.2575,1.907,1165,136.85,1.7404,5.738,1991-01-16
0.782,31.18,1.2725,1.5135,5.8245,97.43,5.139,1.9325,1135,132.88,1.7063,5.6515,1991-01-17
0.7825,30.95,1.262,1.504,5.7825,95.25,5.108,1.9395,1128,132.8,1.6952,5.6175,1991-01-18
0.7807,30.62,1.2475,1.493,5.745,94.47,5.058,1.962,1119,132.05,1.677,5.5925,1991-01-21
0.7836,30.81,1.2582,1.495,5.755,92.78,5.08,1.945,1125,131.7,1.6855,5.586,1991-01-22
0.7861,30.62,1.2532,1.488,5.7565,93.88,5.056,1.961,1115,132.41,1.6779,5.568,1991-01-23
0.7797,30.63,1.258,1.4857,5.725,93.63,5.051,1.958,1118,132.23,1.6754,5.561,1991-01-24
0.7782,30.66,1.26,1.49,5.742,93.36,5.065,1.957,1121,132.27,1.6802,5.577,1991-01-25
0.7845,30.67,1.2635,1.4895,5.733,93.6,5.0595,1.965,1118,132.2,1.6795,5.562,1991-01-28
0.7851,30.61,1.2605,1.4875,5.721,93.23,5.0465,1.959,1123,131.53,1.6774,5.556,1991-01-29
0.7864,30.73,1.2675,1.4925,5.746,93.13,5.0645,1.9638,1117,131.6,1.6827,5.5645,1991-01-30
0.7847,30.51,1.258,1.4785,5.6945,93.33,5.0285,1.967,1112,131.45,1.667,5.533,1991-01-31
0.7846,30.2,1.2525,1.4675,5.6495,92.83,4.994,1.9755,1106,131.45,1.6546,5.504,1991-02-01
0.7827,30.17,1.2512,1.4647,5.646,91.97,4.9885,1.9815,1102,131.08,1.6516,5.486,1991-02-04
0.7788,30.14,1.249,1.4625,5.635,92.1,4.979,1.9925,1097,129.73,1.6491,5.4855,1991-02-05
0.7798,29.88,1.2347,1.4512,5.586,91.88,4.944,2.0045,1090,128.35,1.6354,5.4565,1991-02-06
0.7831,29.83,1.2375,1.4515,5.584,91.13,4.937,1.9975,1092,127.95,1.6358,5.45,1991-02-07
0.7802,29.97,1.2445,1.457,5.6075,91.03,4.9615,1.989,1097,127.9,1.6422,5.469,1991-02-08
0.7796,29.79,1.2355,1.445,5.5675,91.61,4.9305,1.9985,1092,127.72,1.6289,5.442,1991-02-11
0.7838,29.89,1.245,1.4533,5.595,91.15,4.954,1.98,1095,128.3,1.6382,5.4665,1991-02-12
0.7893,30.01,1.2495,1.4574,5.61,91.38,4.966,1.986,1100,129.08,1.6426,5.7555,1991-02-13
0.788,30.17,1.257,1.4663,5.6425,91.26,4.996,1.981,1103,129.8,1.6522,5.497,1991-02-14
0.7883,30.34,1.268,1.4765,5.6715,91.73,5.03,1.9685,1111,130.45,1.6637,5.5225,1991-02-15
0.7885,30.75,1.2815,1.493,5.739,91.95,5.084,1.952,1121,131.55,1.6827,5.5745,1991-02-19
0.7898,30.82,1.2798,1.4973,5.76,93.03,5.093,1.95,1122,131.8,1.6876,5.5785,1991-02-20
0.7887,30.68,1.2743,1.491,5.733,93.18,5.072,1.9575,1119,131.4,1.6812,5.5625,1991-02-21
0.786,30.96,1.2895,1.5055,5.7825,92.93,5.115,1.9445,1128,132.2,1.6971,5.5995,1991-02-22
0.7835,31.35,1.304,1.5225,5.852,93.68,5.174,1.925,1136,133.35,1.7163,5.6525,1991-02-25
0.7853,31.31,1.305,1.52,5.841,94.73,5.166,1.9198,1137.5,132.85,1.713,5.6515,1991-02-26
0.7855,31.38,1.316,1.522,5.8455,94.53,5.1765,1.918,1136.5,132.27,1.7161,5.6565,1991-02-27
0.7877,31.39,1.3265,1.526,5.864,94.83,5.1955,1.913,1140,132.95,1.7205,5.67,1991-02-28
0.7872,31.62,1.332,1.5375,5.908,95.03,5.237,1.8953,1152,134.55,1.7326,5.7015,1991-03-01
0.7791,31.64,1.34,1.537,5.898,95.73,5.2345,1.8965,1146,135.55,1.7328,5.704,1991-03-04
0.7724,31.58,1.3355,1.534,5.895,95.63,5.2235,1.893,1153,135.39,1.729,5.6955,1991-03-05
0.7694,31.74,1.3455,1.5415,5.92,95.53,5.25,1.896,1149,136.25,1.7379,5.712,1991-03-06
0.7677,31.9,1.35,1.5475,5.948,95.78,5.268,1.887,1155,135.8,1.7445,5.737,1991-03-07
0.7689,32.18,1.3645,1.5625,6.003,96.33,5.328,1.865,1174,136.25,1.7618,5.774,1991-03-08
0.7694,32.52,1.3705,1.58,6.0715,97.18,5.381,1.85,1182,138.1,1.7812,5.8265,1991-03-11
0.769,32.42,1.3625,1.5716,6.0465,98.35,5.354,1.858,1174,136.3,1.772,5.806,1991-03-12
0.7698,32.5,1.3695,1.5773,6.0675,97.88,5.3795,1.85,1175,136.4,1.7781,5.8155,1991-03-13
0.7689,32.55,1.3685,1.579,6.062,98.08,5.3805,1.852,1182,135.95,1.7802,5.821,1991-03-14
0.7707,32.93,1.3873,1.5992,6.1415,98.28,5.4505,1.8225,1189,137.2,1.8032,5.8765,1991-03-15
0.7698,33.62,1.412,1.633,6.263,99.63,5.5585,1.7935,1217,138.15,1.8412,5.971,1991-03-18
0.7693,34.09,1.4285,1.654,6.35,101.63,5.6345,1.7695,1231,138.15,1.8642,6.033,1991-03-19
0.7693,34.01,1.423,1.6495,6.322,102.95,5.62,1.7867,1224,138.6,1.8592,6.002,1991-03-20
0.7735,33.74,1.4105,1.6375,6.285,102.38,5.574,1.797,1217,137.6,1.8461,5.975,1991-03-21
0.7751,33.89,1.4093,1.6445,6.3115,101.83,5.595,1.7905,1227,137.2,1.8538,5.995,1991-03-22
0.773,34.41,1.429,1.671,6.406,102.18,5.677,1.7475,1254,138.43,1.8834,6.069,1991-03-25
0.7754,34.77,1.4353,1.6895,6.488,103.6,5.7355,1.7495,1253,138.35,1.9051,6.113,1991-03-26
0.774,35.17,1.4545,1.7058,6.535,104.8,5.789,1.7375,1269.01,139.1,1.9234,6.15,1991-03-27
0.7758,35.14,1.4555,1.706,6.545,105.58,5.786,1.741,1268,141.2,1.9228,6.1625,1991-03-28
0.7775,34.9,1.445,1.6975,6.495,105.92,5.755,1.751,1264,140.6,1.9126,6.13,1991-03-29
0.776,34.67,1.4382,1.6845,6.4515,105.08,5.705,1.771,1248,140.2,1.8986,6.096,1991-04-01
0.7758,34.55,1.4243,1.6775,6.443,104.4,5.69,1.782,1243,138.3,1.8907,6.0715,1991-04-02
0.7797,34.35,1.4161,1.668,6.4055,104.15,5.658,1.7715,1250,137.4,1.8805,6.051,1991-04-03
0.783,34.26,1.4015,1.665,6.385,103.48,5.6405,1.7865,1239.05,135.97,1.877,6.0235,1991-04-04
0.7869,34.54,1.419,1.681,6.443,103,5.69,1.7695,1251,136.9,1.8945,6.06,1991-04-05
0.7869,34.76,1.4322,1.689,6.4745,103.88,5.7105,1.7655,1257,137.25,1.9036,6.0825,1991-04-08
0.7873,34.34,1.4125,1.6683,6.404,104.15,5.646,1.791,1241,135.1,1.88,6.036,1991-04-09
0.788,34.53,1.424,1.6788,6.436,103.18,5.678,1.776,1248,136.35,1.8921,6.05,1991-04-10
0.7841,34.36,1.412,1.6705,6.402,103.68,5.65,1.791,1242,135.95,1.8823,6.032,1991-04-11
0.7857,34.64,1.4265,1.684,6.46,103.03,5.687,1.778,1248,136.3,1.8973,6.068,1991-04-12
0.781,34.45,1.4235,1.6765,6.409,103.88,5.654,1.7935,1238,134.48,1.889,6.0325,1991-04-15
0.7795,34.26,1.418,1.6652,6.379,103.23,5.629,1.7922,1234,134.85,1.8766,6.017,1991-04-16
0.7788,34.41,1.426,1.673,6.399,102.78,5.658,1.7875,1238,136.35,1.8847,6.027,1991-04-17
0.7773,34.72,1.443,1.6885,6.456,103.23,5.702,1.7535,1250,136.8,1.9027,6.071,1991-04-18
0.7741,35.7,1.4715,1.737,6.636,104.33,5.854,1.722,1286,138.58,1.9566,6.19,1991-04-19
0.771,36.32,1.481,1.767,6.7355,107.23,5.955,1.697,1302.5,139.45,1.9907,6.2765,1991-04-22
0.778,35.82,1.4595,1.7415,6.655,108.6,5.875,1.709,1290,137.94,1.9623,6.212,1991-04-23
0.777,36.06,1.4698,1.7535,6.701,107.43,5.913,1.6995,1291,138.05,1.9752,6.241,1991-04-24
0.7773,35.94,1.4658,1.7475,6.6685,108,5.8925,1.6925,1291,138.05,1.969,6.2165,1991-04-25
0.7798,36.07,1.4795,1.755,6.704,107.48,5.922,1.6915,1296,138.13,1.9771,6.245,1991-04-26
0.779,36.33,1.484,1.769,6.745,108.03,5.965,1.6985,1295,137.7,1.9927,6.272,1991-04-29
0.7838,35.29,1.449,1.7185,6.566,108.83,5.813,1.726,1272.84,136.38,1.9358,6.148,1991-04-30
0.779,35.08,1.445,1.706,6.5275,105.83,5.77,1.7235,1267,137.6,1.922,6.128,1991-05-01
0.7784,35.46,1.459,1.7242,6.59,105.42,5.8325,1.72,1275,138.1,1.9434,6.158,1991-05-02
0.7772,35.84,1.476,1.748,6.71,106.51,5.9075,1.694,1295.05,138.55,1.9697,6.229,1991-05-03
0.7814,35.75,1.4702,1.7383,6.64,108.28,5.881,1.71,1285.75,138.47,1.9588,6.1995,1991-05-06
0.7805,35.41,1.459,1.721,6.5635,107.38,5.827,1.726,1271,137.95,1.9393,6.15,1991-05-07
0.784,35.66,1.465,1.7333,6.623,106.28,5.865,1.72,1279.5,138.35,1.9533,6.183,1991-05-08
0.7835,35.81,1.473,1.7435,6.661,107.13,5.894,1.719,1280.5,139.3,1.9638,6.2,1991-05-09
0.783,35.51,1.459,1.727,6.6,107.48,5.839,1.719,1284.01,138.75,1.9456,6.17,1991-05-10
0.7792,35.23,1.444,1.714,6.5545,106.93,5.806,1.735,1272.75,139.42,1.9316,6.1375,1991-05-13
0.7797,34.96,1.4322,1.7015,6.501,105.98,5.769,1.7465,1261,138.15,1.917,6.1055,1991-05-14
0.784,34.8,1.4315,1.6905,6.4735,105.38,5.744,1.754,1256.5,137.99,1.905,6.086,1991-05-15
0.7837,34.85,1.441,1.6975,6.485,104.88,5.756,1.7498,1260.56,137.55,1.9124,6.1,1991-05-16
0.7817,35.71,1.471,1.738,6.6295,105.28,5.877,1.714,1285,138.5,1.9576,6.2025,1991-05-17
0.7831,35.53,1.4587,1.7275,6.6055,107.4,5.8575,1.7175,1286,138.22,1.9463,6.2055,1991-05-20
0.7774,35.23,1.4495,1.7125,6.55,106.98,5.812,1.738,1273,137.5,1.9296,6.14,1991-05-21
0.764,35.45,1.46,1.722,6.59,106.18,5.845,1.7295,1278.5,138.05,1.9403,6.178,1991-05-22
0.7578,35.28,1.4563,1.714,6.561,106.83,5.822,1.7355,1276,137.73,1.9313,6.1455,1991-05-23
0.7595,35.16,1.4546,1.7081,6.55,106.23,5.809,1.731,1271,138.4,1.9248,6.128,1991-05-24
0.7601,34.94,1.4455,1.6975,6.5085,105.32,5.7675,1.7465,1264.5,137.8,1.9131,6.096,1991-05-28
0.7615,35.18,1.463,1.713,6.55,105.35,5.802,1.728,1274,138.2,1.9306,6.1275,1991-05-29
0.7579,35.36,1.466,1.7208,6.595,105.8,5.837,1.715,1276,137.85,1.9386,6.165,1991-05-30
0.7597,35.78,1.4822,1.7397,6.676,106.5,5.9,1.698,1293,138.45,1.96,6.2375,1991-05-31
0.7583,35.92,1.4895,1.746,6.71,107.65,5.919,1.697,1295,139.08,1.9667,6.261,1991-06-03
0.7633,35.8,1.485,1.739,6.6855,107.93,5.896,1.699,1294,138.66,1.9595,6.247,1991-06-04
0.7487,35.96,1.4962,1.749,6.7205,107.63,5.917,1.6935,1296,139.13,1.9703,6.2865,1991-06-05
0.75,36.09,1.5025,1.753,6.727,108.07,5.935,1.6878,1297.25,139.18,1.9753,6.2985,1991-06-06
0.7515,36.42,1.519,1.77,6.797,108.28,5.997,1.6715,1309,140.31,1.9943,6.3595,1991-06-07
0.7545,36.41,1.5118,1.7705,6.8,109.38,5.9955,1.6715,1312,141.9,1.9945,6.364,1991-06-10
0.7567,36.45,1.5145,1.773,6.817,109.4,6.01,1.6657,1319,141.2,1.9975,6.365,1991-06-11
0.7543,36.87,1.5325,1.792,6.8985,109.58,6.074,1.6435,1329.5,141.9,2.0191,6.442,1991-06-12
0.7536,37,1.5373,1.7975,6.9245,111.03,6.097,1.6355,1337,141.33,2.0248,6.472,1991-06-13
0.756,36.84,1.5335,1.7895,6.89,111.38,6.076,1.6385,1333,140.55,2.016,6.44,1991-06-14
0.7645,37,1.546,1.798,6.9345,111.7,6.1065,1.6265,1337,140.97,2.0253,6.4995,1991-06-17
0.7645,37.31,1.5621,1.8142,6.993,112.98,6.1655,1.612,1352,140.9,2.0438,6.551,1991-06-18
0.7645,36.84,1.5387,1.79,6.908,113.65,6.0915,1.635,1336,140.08,2.0162,6.472,1991-06-19
0.7655,36.99,1.5417,1.7977,6.933,113.1,6.112,1.635,1336,138.74,2.0252,6.503,1991-06-20
0.7665,37.02,1.5468,1.7985,6.932,112.93,6.11,1.627,1342,139,2.0264,6.502,1991-06-21
